	host_response_time	cancellation_policy	host_is_superhost	host_has_profile_pic	host_identity_verified	is_location_exact	instant_bookable	require_guest_profile_picture	require_guest_phone_verification	24-Hour_Check-in	Air_Conditioning	Breakfast	Buzzer/Wireless_Intercom	Cable_TV	Carbon_Monoxide_Detector	Cat(s)	Dog(s)	Dryer	Elevator_in_Building	Essentials	Family/Kid_Friendly	Fire_Extinguisher	First_Aid_Kit	Free_Parking_on_Premises	Gym	Hair_Dryer	Hangers	Heating	Hot_Tub	Indoor_Fireplace	Internet	Iron	Kitchen	Laptop_Friendly_Workspace	Pets_Allowed	Pets_live_on_this_property	Safety_Card	Shampoo	Smoke_Detector	Suitable_for_Events	TV	Washer	Wheelchair_Accessible	Wireless_Internet	property_type_Apartment	property_type_House	room_type_Entire_home/apt	room_type_Private_room	bed_type_Real_Bed
1231	0	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1
1232	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1
1233	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1
1234	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1
1235	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1
1236	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1237	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1238	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1239	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1240	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1
1241	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1
1242	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1244	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1245	0	2	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1246	2	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1247	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1248	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1
1249	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1251	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1
1252	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	1
1253	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1254	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1256	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1257	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1259	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
1260	2	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1261	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1
1262	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1
1263	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1264	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1
1265	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1266	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1267	2	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1
1268	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1269	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1270	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1271	2	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1272	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1273	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1
1274	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1275	0	2	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1276	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1277	2	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1
1278	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1279	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1
1281	2	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1
1282	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1283	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1
1284	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1285	2	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1
1286	2	2	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1
1287	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1
1288	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
1290	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1291	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1293	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1299	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1300	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1301	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1302	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0
1303	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1
1305	2	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1306	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1307	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1
1308	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1309	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1310	2	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1311	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1
1312	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1
1313	2	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1
1314	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1316	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0
1317	2	2	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1
1318	2	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1
1319	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1320	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1321	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1322	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1
1323	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1324	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1325	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1
1326	1	2	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1
1327	2	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1
1328	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1329	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1
1330	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1
1331	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1332	2	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1
1333	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1334	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1
1335	2	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1
1337	0	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1
1338	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1339	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1340	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1341	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1
1342	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1
1343	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1
1344	2	2	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1
1345	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1346	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1
1347	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1350	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1351	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1352	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1353	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1354	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1355	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1
1356	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1
1357	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1358	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1359	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1360	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1361	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1
1362	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1363	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1
1364	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1
1365	2	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1
1367	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1368	2	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1
1369	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1
1370	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1371	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1373	2	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1
1375	2	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1
1376	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1
1377	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
1378	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1
1379	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1380	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1
1381	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1
1382	2	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1
1383	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1
1384	2	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1
